timestamp,tag_name,value
2026-06-05T00:00:00+00:00,INVERTER.MW,25.0
2026-06-05T01:00:00+00:00,INVERTER.MW,0.0
2026-06-05T02:00:00+00:00,INVERTER.MW,0.06
2026-06-05T03:00:00+00:00,INVERTER.MW,0.0
2026-06-05T04:00:00+00:00,INVERTER.MW,0.0
2026-06-05T05:00:00+00:00,INVERTER.MW,0.1949
2026-06-05T06:00:00+00:00,INVERTER.MW,2.1718
2026-06-05T07:00:00+00:00,INVERTER.MW,4.4495
2026-06-05T08:00:00+00:00,INVERTER.MW,6.0949
2026-06-05T09:00:00+00:00,INVERTER.MW,7.7875
2026-06-05T10:00:00+00:00,INVERTER.MW,8.8672
2026-06-05T11:00:00+00:00,INVERTER.MW,9.6984
2026-06-05T12:00:00+00:00,INVERTER.MW,10.126
2026-06-05T13:00:00+00:00,INVERTER.MW,9.4902
2026-06-05T14:00:00+00:00,INVERTER.MW,9.0749
2026-06-05T15:00:00+00:00,INVERTER.MW,7.854
2026-06-05T16:00:00+00:00,INVERTER.MW,6.1458
2026-06-05T17:00:00+00:00,INVERTER.MW,4.1219
2026-06-05T18:00:00+00:00,INVERTER.MW,2.236
2026-06-05T19:00:00+00:00,INVERTER.MW,0.0
2026-06-05T20:00:00+00:00,INVERTER.MW,0.0349
2026-06-05T21:00:00+00:00,INVERTER.MW,0.0033
2026-06-05T22:00:00+00:00,INVERTER.MW,0.2403
2026-06-05T23:00:00+00:00,INVERTER.MW,0.0
2026-06-06T00:00:00+00:00,INVERTER.MW,0.0
2026-06-06T01:00:00+00:00,INVERTER.MW,0.0269
2026-06-06T02:00:00+00:00,INVERTER.MW,0.033
2026-06-06T03:00:00+00:00,INVERTER.MW,0.2039
2026-06-06T04:00:00+00:00,INVERTER.MW,0.1253
2026-06-06T05:00:00+00:00,INVERTER.MW,0.0535
2026-06-06T06:00:00+00:00,INVERTER.MW,2.4447
2026-06-06T07:00:00+00:00,INVERTER.MW,4.1605
2026-06-06T08:00:00+00:00,INVERTER.MW,6.1389
2026-06-06T09:00:00+00:00,INVERTER.MW,7.6793
2026-06-06T10:00:00+00:00,INVERTER.MW,8.9512
2026-06-06T11:00:00+00:00,INVERTER.MW,9.5428
2026-06-06T12:00:00+00:00,INVERTER.MW,10.0953
2026-06-06T13:00:00+00:00,INVERTER.MW,9.7159
2026-06-06T14:00:00+00:00,INVERTER.MW,8.7891
2026-06-06T15:00:00+00:00,INVERTER.MW,7.666
2026-06-06T16:00:00+00:00,INVERTER.MW,6.2819
2026-06-06T17:00:00+00:00,INVERTER.MW,4.4646
2026-06-06T18:00:00+00:00,INVERTER.MW,2.5247
2026-06-06T19:00:00+00:00,INVERTER.MW,0.4371
2026-06-06T20:00:00+00:00,INVERTER.MW,0.0622
2026-06-06T21:00:00+00:00,INVERTER.MW,0.0
2026-06-06T22:00:00+00:00,INVERTER.MW,0.0
2026-06-06T23:00:00+00:00,INVERTER.MW,0.0402
2026-06-07T00:00:00+00:00,INVERTER.MW,0.0
2026-06-07T01:00:00+00:00,INVERTER.MW,0.0
2026-06-07T02:00:00+00:00,INVERTER.MW,0.0
2026-06-07T03:00:00+00:00,INVERTER.MW,0.0
2026-06-07T04:00:00+00:00,INVERTER.MW,0.1599
2026-06-07T05:00:00+00:00,INVERTER.MW,0.0236
2026-06-07T06:00:00+00:00,INVERTER.MW,2.2014
2026-06-07T07:00:00+00:00,INVERTER.MW,4.1835
2026-06-07T08:00:00+00:00,INVERTER.MW,5.9837
2026-06-07T09:00:00+00:00,INVERTER.MW,7.7454
2026-06-07T10:00:00+00:00,INVERTER.MW,9.0016
2026-06-07T11:00:00+00:00,INVERTER.MW,10.0145
2026-06-07T12:00:00+00:00,INVERTER.MW,10.0195
2026-06-07T13:00:00+00:00,INVERTER.MW,9.8967
2026-06-07T14:00:00+00:00,INVERTER.MW,8.9348
2026-06-07T15:00:00+00:00,INVERTER.MW,7.6406
2026-06-07T16:00:00+00:00,INVERTER.MW,6.0901
2026-06-07T17:00:00+00:00,INVERTER.MW,4.2301
2026-06-07T18:00:00+00:00,INVERTER.MW,2.5445
2026-06-07T19:00:00+00:00,INVERTER.MW,0.0
2026-06-07T20:00:00+00:00,INVERTER.MW,0.1258
2026-06-07T21:00:00+00:00,INVERTER.MW,0.0
2026-06-07T22:00:00+00:00,INVERTER.MW,0.1397
2026-06-07T23:00:00+00:00,INVERTER.MW,0.0577
2026-06-01T00:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-01T01:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-01T02:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-01T03:00:00+00:00,MET.IRRADIANCE,5.35
2026-06-01T04:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-01T05:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-01T06:00:00+00:00,MET.IRRADIANCE,196.06
2026-06-01T07:00:00+00:00,MET.IRRADIANCE,414.26
2026-06-01T08:00:00+00:00,MET.IRRADIANCE,611.26
2026-06-01T09:00:00+00:00,MET.IRRADIANCE,744.66
2026-06-01T10:00:00+00:00,MET.IRRADIANCE,854.5
2026-06-01T11:00:00+00:00,MET.IRRADIANCE,929.61
2026-06-01T12:00:00+00:00,MET.IRRADIANCE,965.67
2026-06-01T13:00:00+00:00,MET.IRRADIANCE,928.81
2026-06-01T14:00:00+00:00,MET.IRRADIANCE,850.99
2026-06-01T15:00:00+00:00,MET.IRRADIANCE,756.02
2026-06-01T16:00:00+00:00,MET.IRRADIANCE,597.46
2026-06-01T17:00:00+00:00,MET.IRRADIANCE,430.62
2026-06-01T18:00:00+00:00,MET.IRRADIANCE,213.59
2026-06-01T19:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-01T20:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-01T21:00:00+00:00,MET.IRRADIANCE,19.81
2026-06-01T22:00:00+00:00,MET.IRRADIANCE,20.68
2026-06-01T23:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-02T00:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-02T01:00:00+00:00,MET.IRRADIANCE,17.54
2026-06-02T02:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-02T03:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-02T04:00:00+00:00,MET.IRRADIANCE,7.72
2026-06-02T05:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-02T06:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-02T07:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-02T08:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-02T09:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-02T10:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-02T11:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-02T12:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-02T13:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-02T14:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-02T15:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-02T16:00:00+00:00,MET.IRRADIANCE,581.78
2026-06-02T17:00:00+00:00,MET.IRRADIANCE,408.18
2026-06-02T18:00:00+00:00,MET.IRRADIANCE,222.39
2026-06-02T19:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-02T20:00:00+00:00,MET.IRRADIANCE,0.37
2026-06-02T21:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-02T22:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-02T23:00:00+00:00,MET.IRRADIANCE,12.03
2026-06-03T00:00:00+00:00,MET.IRRADIANCE,6.46
2026-06-03T01:00:00+00:00,MET.IRRADIANCE,16.05
2026-06-03T02:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-03T03:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-03T04:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-03T05:00:00+00:00,MET.IRRADIANCE,2.91
2026-06-03T06:00:00+00:00,MET.IRRADIANCE,213.51
2026-06-03T07:00:00+00:00,MET.IRRADIANCE,399.18
2026-06-03T08:00:00+00:00,MET.IRRADIANCE,593.4
2026-06-03T09:00:00+00:00,MET.IRRADIANCE,745.48
2026-06-03T10:00:00+00:00,MET.IRRADIANCE,886.13
2026-06-03T11:00:00+00:00,MET.IRRADIANCE,948.7
2026-06-03T12:00:00+00:00,MET.IRRADIANCE,939.76
2026-06-03T13:00:00+00:00,MET.IRRADIANCE,922.73
2026-06-03T14:00:00+00:00,MET.IRRADIANCE,838.36
2026-06-03T15:00:00+00:00,MET.IRRADIANCE,735.65
2026-06-03T16:00:00+00:00,MET.IRRADIANCE,596.1
2026-06-03T17:00:00+00:00,MET.IRRADIANCE,426.66
2026-06-03T18:00:00+00:00,MET.IRRADIANCE,202.65
2026-06-03T19:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-03T20:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-03T21:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-03T22:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-03T23:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-04T00:00:00+00:00,MET.IRRADIANCE,1100.0
2026-06-04T01:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-04T02:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-04T03:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-04T04:00:00+00:00,MET.IRRADIANCE,25.55
2026-06-04T05:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-04T06:00:00+00:00,MET.IRRADIANCE,198.23
2026-06-04T07:00:00+00:00,MET.IRRADIANCE,434.23
2026-06-04T08:00:00+00:00,MET.IRRADIANCE,627.18
2026-06-04T09:00:00+00:00,MET.IRRADIANCE,728.68
2026-06-04T10:00:00+00:00,MET.IRRADIANCE,851.5
2026-06-04T11:00:00+00:00,MET.IRRADIANCE,930.28
2026-06-04T12:00:00+00:00,MET.IRRADIANCE,970.74
2026-06-04T13:00:00+00:00,MET.IRRADIANCE,914.34
2026-06-04T14:00:00+00:00,MET.IRRADIANCE,852.98
2026-06-04T15:00:00+00:00,MET.IRRADIANCE,752.07
2026-06-04T16:00:00+00:00,MET.IRRADIANCE,597.53
2026-06-04T17:00:00+00:00,MET.IRRADIANCE,407.68
2026-06-04T18:00:00+00:00,MET.IRRADIANCE,209.79
2026-06-04T19:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-04T20:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-04T21:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-04T22:00:00+00:00,MET.IRRADIANCE,2.79
2026-06-04T23:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-05T00:00:00+00:00,MET.IRRADIANCE,5.66
2026-06-05T01:00:00+00:00,MET.IRRADIANCE,12.15
2026-06-05T02:00:00+00:00,MET.IRRADIANCE,1.87
2026-06-05T03:00:00+00:00,MET.IRRADIANCE,4.22
2026-06-05T04:00:00+00:00,MET.IRRADIANCE,0.64
2026-06-05T05:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-05T06:00:00+00:00,MET.IRRADIANCE,202.74
2026-06-05T07:00:00+00:00,MET.IRRADIANCE,415.99
2026-06-05T08:00:00+00:00,MET.IRRADIANCE,591.15
2026-06-05T09:00:00+00:00,MET.IRRADIANCE,767.86
2026-06-05T10:00:00+00:00,MET.IRRADIANCE,874.8
2026-06-05T11:00:00+00:00,MET.IRRADIANCE,930.81
2026-06-05T12:00:00+00:00,MET.IRRADIANCE,940.84
2026-06-05T13:00:00+00:00,MET.IRRADIANCE,912.83
2026-06-05T14:00:00+00:00,MET.IRRADIANCE,870.21
2026-06-05T15:00:00+00:00,MET.IRRADIANCE,745.89
2026-06-05T16:00:00+00:00,MET.IRRADIANCE,598.08
2026-06-05T17:00:00+00:00,MET.IRRADIANCE,391.25
2026-06-05T18:00:00+00:00,MET.IRRADIANCE,222.52
2026-06-05T19:00:00+00:00,MET.IRRADIANCE,5.45
2026-06-05T20:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-05T21:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-05T22:00:00+00:00,MET.IRRADIANCE,3.16
2026-06-05T23:00:00+00:00,MET.IRRADIANCE,0.63
2026-06-06T00:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-06T01:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-06T02:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-06T03:00:00+00:00,MET.IRRADIANCE,1.83
2026-06-06T04:00:00+00:00,MET.IRRADIANCE,17.66
2026-06-06T05:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-06T06:00:00+00:00,MET.IRRADIANCE,208.55
2026-06-06T07:00:00+00:00,MET.IRRADIANCE,414.31
2026-06-06T08:00:00+00:00,MET.IRRADIANCE,595.87
2026-06-06T09:00:00+00:00,MET.IRRADIANCE,738.28
2026-06-06T10:00:00+00:00,MET.IRRADIANCE,834.84
2026-06-06T11:00:00+00:00,MET.IRRADIANCE,930.12
2026-06-06T12:00:00+00:00,MET.IRRADIANCE,970.73
2026-06-06T13:00:00+00:00,MET.IRRADIANCE,907.78
2026-06-06T14:00:00+00:00,MET.IRRADIANCE,866.29
2026-06-06T15:00:00+00:00,MET.IRRADIANCE,738.8
2026-06-06T16:00:00+00:00,MET.IRRADIANCE,591.58
2026-06-06T17:00:00+00:00,MET.IRRADIANCE,399.55
2026-06-06T18:00:00+00:00,MET.IRRADIANCE,207.38
2026-06-06T19:00:00+00:00,MET.IRRADIANCE,15.6
2026-06-06T20:00:00+00:00,MET.IRRADIANCE,6.99
2026-06-06T21:00:00+00:00,MET.IRRADIANCE,20.79
2026-06-06T22:00:00+00:00,MET.IRRADIANCE,14.13
2026-06-06T23:00:00+00:00,MET.IRRADIANCE,5.27
2026-06-07T00:00:00+00:00,MET.IRRADIANCE,20.93
2026-06-07T01:00:00+00:00,MET.IRRADIANCE,5.27
2026-06-07T02:00:00+00:00,MET.IRRADIANCE,9.94
2026-06-07T03:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-07T04:00:00+00:00,MET.IRRADIANCE,0.8
2026-06-07T05:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-07T06:00:00+00:00,MET.IRRADIANCE,223.27
2026-06-07T07:00:00+00:00,MET.IRRADIANCE,398.05
2026-06-07T08:00:00+00:00,MET.IRRADIANCE,601.7
2026-06-07T09:00:00+00:00,MET.IRRADIANCE,740.45
2026-06-07T10:00:00+00:00,MET.IRRADIANCE,869.98
2026-06-07T11:00:00+00:00,MET.IRRADIANCE,935.19
2026-06-07T12:00:00+00:00,MET.IRRADIANCE,971.85
2026-06-07T13:00:00+00:00,MET.IRRADIANCE,934.95
2026-06-07T14:00:00+00:00,MET.IRRADIANCE,837.06
2026-06-07T15:00:00+00:00,MET.IRRADIANCE,741.94
2026-06-07T16:00:00+00:00,MET.IRRADIANCE,578.25
2026-06-07T17:00:00+00:00,MET.IRRADIANCE,405.97
2026-06-07T18:00:00+00:00,MET.IRRADIANCE,229.53
2026-06-07T19:00:00+00:00,MET.IRRADIANCE,7.65
2026-06-07T20:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-07T21:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-07T22:00:00+00:00,MET.IRRADIANCE,0.39
2026-06-07T23:00:00+00:00,MET.IRRADIANCE,0.0
2026-06-01T00:00:00+00:00,TRACKER.ANGLE,-0.201
2026-06-01T01:00:00+00:00,TRACKER.ANGLE,0.094
2026-06-01T02:00:00+00:00,TRACKER.ANGLE,0.347
2026-06-01T03:00:00+00:00,TRACKER.ANGLE,0.183
2026-06-01T04:00:00+00:00,TRACKER.ANGLE,-0.687
2026-06-01T05:00:00+00:00,TRACKER.ANGLE,0.091
2026-06-01T06:00:00+00:00,TRACKER.ANGLE,-51.407
2026-06-01T07:00:00+00:00,TRACKER.ANGLE,-42.733
2026-06-01T08:00:00+00:00,TRACKER.ANGLE,-33.801
2026-06-01T09:00:00+00:00,TRACKER.ANGLE,-26.333
2026-06-01T10:00:00+00:00,TRACKER.ANGLE,-17.32
2026-06-01T11:00:00+00:00,TRACKER.ANGLE,-8.394
2026-06-01T12:00:00+00:00,TRACKER.ANGLE,-0.474
2026-06-01T13:00:00+00:00,TRACKER.ANGLE,9.014
2026-06-01T14:00:00+00:00,TRACKER.ANGLE,17.253
2026-06-01T15:00:00+00:00,TRACKER.ANGLE,25.968
2026-06-01T16:00:00+00:00,TRACKER.ANGLE,34.114
2026-06-01T17:00:00+00:00,TRACKER.ANGLE,43.101
2026-06-01T18:00:00+00:00,TRACKER.ANGLE,51.749
2026-06-01T19:00:00+00:00,TRACKER.ANGLE,60.07
2026-06-01T20:00:00+00:00,TRACKER.ANGLE,0.07
2026-06-01T21:00:00+00:00,TRACKER.ANGLE,0.081
2026-06-01T22:00:00+00:00,TRACKER.ANGLE,-0.259
2026-06-01T23:00:00+00:00,TRACKER.ANGLE,-0.044
2026-06-02T00:00:00+00:00,TRACKER.ANGLE,-0.046
2026-06-02T01:00:00+00:00,TRACKER.ANGLE,0.115
2026-06-02T02:00:00+00:00,TRACKER.ANGLE,0.3
2026-06-02T03:00:00+00:00,TRACKER.ANGLE,-0.318
2026-06-02T04:00:00+00:00,TRACKER.ANGLE,-0.038
2026-06-02T05:00:00+00:00,TRACKER.ANGLE,0.444
2026-06-02T06:00:00+00:00,TRACKER.ANGLE,-51.652
2026-06-02T07:00:00+00:00,TRACKER.ANGLE,-43.104
2026-06-02T08:00:00+00:00,TRACKER.ANGLE,-34.225
2026-06-02T09:00:00+00:00,TRACKER.ANGLE,-25.461
2026-06-02T10:00:00+00:00,TRACKER.ANGLE,-17.139
2026-06-02T11:00:00+00:00,TRACKER.ANGLE,-8.173
2026-06-02T12:00:00+00:00,TRACKER.ANGLE,0.257
2026-06-02T13:00:00+00:00,TRACKER.ANGLE,8.824
2026-06-02T14:00:00+00:00,TRACKER.ANGLE,17.309
2026-06-02T15:00:00+00:00,TRACKER.ANGLE,26.413
2026-06-02T16:00:00+00:00,TRACKER.ANGLE,34.224
2026-06-02T17:00:00+00:00,TRACKER.ANGLE,42.256
2026-06-02T18:00:00+00:00,TRACKER.ANGLE,51.91
2026-06-02T19:00:00+00:00,TRACKER.ANGLE,59.863
2026-06-02T20:00:00+00:00,TRACKER.ANGLE,0.032
2026-06-02T21:00:00+00:00,TRACKER.ANGLE,0.393
2026-06-02T22:00:00+00:00,TRACKER.ANGLE,-0.481
2026-06-02T23:00:00+00:00,TRACKER.ANGLE,-0.375
2026-06-03T00:00:00+00:00,TRACKER.ANGLE,-0.48
2026-06-03T01:00:00+00:00,TRACKER.ANGLE,-0.238
2026-06-03T02:00:00+00:00,TRACKER.ANGLE,0.132
2026-06-03T03:00:00+00:00,TRACKER.ANGLE,0.157
2026-06-03T04:00:00+00:00,TRACKER.ANGLE,0.083
2026-06-03T05:00:00+00:00,TRACKER.ANGLE,-0.424
2026-06-03T06:00:00+00:00,TRACKER.ANGLE,-52.122
2026-06-03T07:00:00+00:00,TRACKER.ANGLE,-42.841
2026-06-03T08:00:00+00:00,TRACKER.ANGLE,-34.427
2026-06-03T09:00:00+00:00,TRACKER.ANGLE,-25.576
2026-06-03T10:00:00+00:00,TRACKER.ANGLE,-16.932
2026-06-03T11:00:00+00:00,TRACKER.ANGLE,-8.53
2026-06-03T12:00:00+00:00,TRACKER.ANGLE,110.0
2026-06-03T13:00:00+00:00,TRACKER.ANGLE,110.0
2026-06-03T14:00:00+00:00,TRACKER.ANGLE,110.0
2026-06-03T15:00:00+00:00,TRACKER.ANGLE,25.503
2026-06-03T16:00:00+00:00,TRACKER.ANGLE,34.232
2026-06-03T17:00:00+00:00,TRACKER.ANGLE,42.916
2026-06-03T18:00:00+00:00,TRACKER.ANGLE,51.675
2026-06-03T19:00:00+00:00,TRACKER.ANGLE,59.882
2026-06-03T20:00:00+00:00,TRACKER.ANGLE,0.156
2026-06-03T21:00:00+00:00,TRACKER.ANGLE,-0.08
2026-06-03T22:00:00+00:00,TRACKER.ANGLE,-0.035
2026-06-03T23:00:00+00:00,TRACKER.ANGLE,0.249
2026-06-04T00:00:00+00:00,TRACKER.ANGLE,-0.598
2026-06-04T01:00:00+00:00,TRACKER.ANGLE,-0.389
2026-06-04T02:00:00+00:00,TRACKER.ANGLE,-0.445
2026-06-04T03:00:00+00:00,TRACKER.ANGLE,-0.7
2026-06-04T04:00:00+00:00,TRACKER.ANGLE,-0.203
2026-06-04T05:00:00+00:00,TRACKER.ANGLE,0.225
2026-06-04T06:00:00+00:00,TRACKER.ANGLE,-51.514
2026-06-04T07:00:00+00:00,TRACKER.ANGLE,-42.798
2026-06-04T08:00:00+00:00,TRACKER.ANGLE,-33.959
2026-06-04T09:00:00+00:00,TRACKER.ANGLE,-25.316
2026-06-04T10:00:00+00:00,TRACKER.ANGLE,-17.164
2026-06-04T11:00:00+00:00,TRACKER.ANGLE,-8.165
2026-06-04T12:00:00+00:00,TRACKER.ANGLE,0.028
2026-06-04T13:00:00+00:00,TRACKER.ANGLE,8.32
2026-06-04T14:00:00+00:00,TRACKER.ANGLE,16.965
2026-06-04T15:00:00+00:00,TRACKER.ANGLE,25.27
2026-06-04T16:00:00+00:00,TRACKER.ANGLE,34.019
2026-06-04T17:00:00+00:00,TRACKER.ANGLE,42.75
2026-06-04T18:00:00+00:00,TRACKER.ANGLE,51.67
2026-06-04T19:00:00+00:00,TRACKER.ANGLE,60.516
2026-06-04T20:00:00+00:00,TRACKER.ANGLE,-0.415
2026-06-04T21:00:00+00:00,TRACKER.ANGLE,0.118
2026-06-04T22:00:00+00:00,TRACKER.ANGLE,-0.312
2026-06-04T23:00:00+00:00,TRACKER.ANGLE,0.142
2026-06-05T00:00:00+00:00,TRACKER.ANGLE,-0.039
2026-06-05T01:00:00+00:00,TRACKER.ANGLE,-0.549
